13,85,266,001.0
13,85,266,001.1
13,85,266,001.9
13,85,1740,002.0
13,85,1740,002.1
13,85,1740,002.2
13,85,1740,002.9
13,85,1337,003.0
13,85,1337,003.1
13,85,1337,003.2
13,85,1337,003.20
13,85,1337,003.21
13,85,1337,003.22
13,85,1337,003.23
13,85,1337,003.24
13,85,1337,003.29
13,85,1337,003.8
13,85,1337,003.9
13,85,1559,004.0
13,85,1559,004.1
13,85,1559,004.2
13,85,1559,004.3
13,85,1559,004.8
13,85,1559,004.9
13,85,1264,005
13,85,1264,005.0
13,85,1264,005.1
13,85,1264,005.2
13,85,1264,005.3
13,85,1264,005.4
13,85,1264,005.8
13,85,1264,005.81
13,85,1264,005.89
13,85,1264,005.9
13,85,131,006.0
13,85,131,006.1
13,85,131,006.2
13,85,131,006.3
13,85,131,006.4
13,85,131,006.5
13,85,131,006.6
13,85,131,006.8
13,85,131,006.9
13,85,1328,007.0
13,85,1328,007.1
13,85,1328,007.2
13,85,1328,007.3
13,85,1328,007.4
13,85,1328,007.5
13,85,1328,007.8
13,85,1328,007.9
13,85,836,008
13,85,836,008.0
13,85,836,008.00
13,85,836,008.01
13,85,836,008.02
13,85,836,008.03
13,85,836,008.04
13,85,836,008.09
13,85,836,008.1
13,85,836,008.2
13,85,836,008.3
13,85,836,008.4
13,85,836,008.41
13,85,836,008.42
13,85,836,008.43
13,85,836,008.44
13,85,836,008.45
13,85,836,008.46
13,85,836,008.47
13,85,836,008.49
13,85,836,008.5
13,85,836,008.6
13,85,836,008.61
13,85,836,008.62
13,85,836,008.63
13,85,836,008.64
13,85,836,008.65
13,85,836,008.67
13,85,836,008.69
13,85,836,008.8
13,85,764,009.0
13,85,764,009.1
13,85,764,009.2
13,85,764,009.3
13,184,1497,010
13,184,1497,010.0
13,184,1497,010.00
13,184,1497,010.01
13,184,1497,010.02
13,184,1497,010.03
13,184,1497,010.04
13,184,1497,010.05
13,184,1497,010.06
13,184,1497,010.1
13,184,1497,010.10
13,184,1497,010.11
13,184,1497,010.12
13,184,1497,010.13
13,184,1497,010.14
13,184,1497,010.15
13,184,1497,010.16
13,184,1497,010.8
13,184,1497,010.80
13,184,1497,010.81
13,184,1497,010.82
13,184,1497,010.83
13,184,1497,010.84
13,184,1497,010.85
13,184,1497,010.86
13,184,1497,010.9
13,184,1497,010.90
13,184,1497,010.91
13,184,1497,010.92
13,184,1497,010.93
13,184,1497,010.94
13,184,1497,010.95
13,184,1497,010.96
13,184,1509,011
13,184,1509,011.0
13,184,1509,011.00
13,184,1509,011.01
13,184,1509,011.02
13,184,1509,011.03
13,184,1509,011.04
13,184,1509,011.05
13,184,1509,011.06
13,184,1509,011.1
13,184,1509,011.10
13,184,1509,011.11
13,184,1509,011.12
13,184,1509,011.13
13,184,1509,011.14
13,184,1509,011.15
13,184,1509,011.16
13,184,1509,011.2
13,184,1509,011.20
13,184,1509,011.21
13,184,1509,011.22
13,184,1509,011.23
13,184,1509,011.24
13,184,1509,011.25
13,184,1509,011.26
13,184,1509,011.3
13,184,1509,011.30
13,184,1509,011.31
13,184,1509,011.32
13,184,1509,011.33
13,184,1509,011.34
13,184,1509,011.35
13,184,1509,011.36
13,184,1509,011.4
13,184,1509,011.40
